##################################################;;;;;;;;;;;;;;x
# Abilities;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_precooled_jetengines;Precooled Jet Engines;;;;;;;;;;;;;;x
mw_precooled_jetengines_desc;A precooled jet engine is a concept for high speed jet engines that features a cryogenic fuel-cooled heat exchanger immediately after the air intake, to precool the air entering the engine. After gaining heat and vapourising in the heat exchanger system, the fuel (e.g. H2) is burnt in the combustor. Precooled jet engines were described by Robert P. Carmichael in 1955.;;;;;;;;;;;;;;x
mw_electric_jetengines;Electric Jet Engine;;;;;;;;;;;;;;x
mw_electric_jetengines_desc;An electric jet engine uses both fuel and electricity to power the bomber. This technique allows to save up much more fuel as well as use an experimental solar panels that use solar power to power up the bomber in addition to the other two methods.;;;;;;;;;;;;;;x
mw_bomber_chaff_countermeasure;Chaff Countermeasures;;;;;;;;;;;;;;x
mw_bomber_chaff_countermeasure_desc;Chaff is a radar countermeasure in which aircraft or other targets spread a cloud of small, thin pieces of aluminium, metallized glass fibre or plastic, which either appears as a cluster of primary targets on radar screens or swamps the screen with multiple returns.;;;;;;;;;;;;;;x
mw_bomber_flare_countermeasure;Flare Countermeasures;;;;;;;;;;;;;;x
mw_bomber_flare_countermeasure_desc;A (decoy) flare is an aerial infrared countermeasure to counter an infrared homing (heat seeking) surface-to-air missile or air-to-air missile. Flares are commonly composed of a pyrotechnic composition based on magnesium or another hot-burning metal, with burning temperature equal to or hotter than engine exhaust. The aim is to make the infrared-guided missile seek out the heat signature from the flare rather than the aircraft's engines.;;;;;;;;;;;;;;x
mw_bomber_electronic_countermeasure;Electronic Countermeasures;;;;;;;;;;;;;;x
mw_bomber_electronic_countermeasure_desc;An electronic countermeasure (ECM) is an electrical or electronic device designed to trick or deceive radar, sonar or other detection systems, like infrared (IR) or lasers. It may be used both offensively and defensively to deny targeting information to an enemy. The system may make many separate targets appear to the enemy, or make the real target appear to disappear or move about randomly.;;;;;;;;;;;;;;x
mw_bomber_avionics;Bomber Avionics;;;;;;;;;;;;;;x
mw_bomber_avionics_desc;The cockpit of an aircraft is a typical location for avionic equipment, including control, monitoring, communication, navigation, weather, and anti-collision systems. The majority of aircraft power their avionics using 14- or 28-volt DC electrical systems; however, larger, more sophisticated aircraft (such as airliners or military combat aircraft) have AC systems operating at 400 Hz, 115 volts AC. Upgrading our avionics technology will allow us to build new generation fighters.;;;;;;;;;;;;;;x
mw_bomber_stealth_systems;Stealth Systems;;;;;;;;;;;;;;x
mw_bomber_stealth_systems_desc;Stealth systems are vital for the survival of our bombers when they are sent on missions.;;;;;;;;;;;;;;x
mw_bomber_combat_systems;Bomber Combat Systems;;;;;;;;;;;;;;x
mw_bomber_combat_systems_desc;Improving our combat electronics and AI systems will allows us to have the upper hand in any battle.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Bomber Weapons;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_bomber_unguided_munition;Unguided Bomber Munition;;;;;;;;;;;;;;x
mw_bomber_unguided_munition_desc;Unguided munition, or free fall bombs is the type that is traditionally used in strategic bombing missions, but also different close air support (CAS) missions. These are less advanced and less effective than precision guided munition..;;;;;;;;;;;;;;x
mw_bomber_precision_guided_munition;Precision Guided Munition;;;;;;;;;;;;;;x
mw_bomber_precision_guided_munition_desc;Precision guided munition is a more advanced variant of air to ground weaponry. It included both guided bombs or "Smart Bombs" and tactical air to ground missiles such as the AGM-65 Maverick.;;;;;;;;;;;;;;x
mw_bomber_anti_ship_missiles;Bomber Anti Ship Munition;;;;;;;;;;;;;;x
mw_bomber_anti_ship_missiles_desc;Maritime Aircraft and Carrier Air Wings (CAWs) have to utilize torpedoes or anti-ship missiles to eliminate surface ships or submarines.;;;;;;;;;;;;;;x
mw_bomber_heavy_automatic_cannons;Heavy Automatic Cannons;;;;;;;;;;;;;;x
mw_bomber_heavy_automatic_cannons_desc;In order to destroy armoured targets, our CAS and Strike Aircraft need to be armed with more powerful machine guns of a higher calibre.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x;,,,
# Bomber Doctrines;;;;;;;;;;;;;;x;,,,
##################################################;;;;;;;;;;;;;;x;,,,
mw_bomber_pilot_training;Bomber Pilot Training;;;;;;;;;;;;;;x
mw_bomber_pilot_training_desc;Training our bomber pilots is essential if we want them to be successful in their missions, more advanced forms of training will be available once we get some veterans in our air force to teach the lessons of the past to newcomers.;;;;;;;;;;;;;;x
mw_basic_bomber_pilot_training;Basic Pilot Training;;;;;;;;;;;;;;x
mw_basic_bomber_pilot_training_desc;Bombers and fighters fly differently and use different weapons and systems. It is vital for our pilots to understand these differences and use the advantages our new techs give them as well as learn the basics that have served military pilots in the past.;;;;;;;;;;;;;;x
mw_advanced_bomber_pilot_training;Advanced Pilot Training;;;;;;;;;;;;;;x
mw_advanced_bomber_pilot_training_desc;Our best bomber pilots can pass on the experience to our new pilots to improve their knowledge when using bombers in their missions. These lessons are vital to improve the knowledge and effectiveness of our pilots.;;;;;;;;;;;;;;x
mw_ground_attack_tactics;Ground Attack Tactics;;;;;;;;;;;;;;x
mw_ground_attack_tactics_desc;Ground attack tactics provide our pilots with the know-how on conducting the various missions they might be sent on, each of these missions has its own elements and considerations.;;;;;;;;;;;;;;x
mw_logistical_strike_tactics;Logistical Strike Tactics;;;;;;;;;;;;;;x
mw_logistical_strike_tactics_desc;When sending our pilots behind enemy lines to attack logistical installation and support units we need to prepare them for what they might encounter, improving their knowledge will improve the effectiveness of these missions.;;;;;;;;;;;;;;x
mw_airbase_strike_tactics;Airbase Strike Tactics;;;;;;;;;;;;;;x
mw_airbase_strike_tactics_desc;Taking out the enemy fighters and bombers before they they attack can change the outcome of any campaign, if we manage to kill the enemy pilots too we can cripple their ability to use their planes in the future.;;;;;;;;;;;;;;x
mw_portstrike_tactics;Port Strike Tactics;;;;;;;;;;;;;;x
mw_portstrike_tactics_desc;When the enemy fleet is stationed in port it is simply a sitting duck waiting for us to take out. If we can destroy or disable the enemy naval power it can greatly help our war effort.;;;;;;;;;;;;;;x
mw_navalstrike_tactics;Naval Strike Tactics;;;;;;;;;;;;;;x
mw_navalstrike_tactics_desc;Attacking moving ships and subs is not as simple as it may sound, there are many things to take into consideration and our pilots must ready and prepared to carry out these kind of missions.;;;;;;;;;;;;;;x
mw_bomber_strategic_air_command;Strategic Air Command;;;;;;;;;;;;;;x
mw_bomber_strategic_air_command_desc;By organizing our strategic air combat units under a strong joint command, we can perform combat missions more efficiently with minimal aircraft losses and minimal strain on our pilots and ground crew.;;;;;;;;;;;;;;x
mw_bomber_wwo;Wild Weasel Operations;;;;;;;;;;;;;;x
mw_bomber_wwo_desc;Suppression of Enemy Air Defenses (SEAD), also known as "Wild Weasel" operations in the United States, are military actions to suppress enemy surface-based air defenses, including not only surface-to-air missiles (SAMs) and anti-aircraft artillery (AAA) but also interrelated systems such as early-warning radar and command.This suppression can be accomplished both by physically destroying the systems or by disrupting and deceiving them through electronic warfare.;;;;;;;;;;;;;;x
mw_bomber_ground_crew_training;Ground Crew Training;;;;;;;;;;;;;;x
mw_bomber_ground_crew_training_desc;Aviators need to be confident that their ground crew is performing capable service to the aircraft before missions. If the pilots are confident about the ground crews, their morale will be higher when going in over hostile territory during missions.;;;;;;;;;;;;;;x
mw_bomber_air_supply_operations;Air Supply Operations;;;;;;;;;;;;;;x
mw_bomber_air_supply_operations_desc;Transport aircraft can not only drop airborne troops behind enemy lines, they can also drop supplies to units that are short of them. This is a extra efficient way to make sure that troops in harsh terrain receive their required logistics.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Fighter Techs;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_fourth_generation_fighters;Fourth Generation Fighters;;;;;;;;;;;;;;x
mw_fourth_generation_fighters_desc;Fourth-generation jet fighter is a general classification of fighter aircraft in service from approximately 1980 to present day, and represent design concepts of the 1970s. Fourth-generation designs are heavily influenced by lessons learned from the previous generation of combat aircraft.;;;;;;;;;;;;;;x
mw_fourth_interceptor;Interceptor;;;;;;;;;;;;;;x
mw_fourth_interceptor_desc;An interceptor aircraft, or simply interceptor, is a type of fighter aircraft designed specifically to prevent successful missions by enemy aircraft, particularly bombers and reconnaissance aircraft. Since this type of aircraft is intended for long range engagements, they are only armed with missiles and should not enter dogfights against enemies.;;;;;;;;;;;;;;x
mw_fourth_air_superiority;Air Superiority;;;;;;;;;;;;;;x
mw_fourth_air_superiority_desc;An air superiority fighter is a type of fighter aircraft designed for entering and seizing control of enemy airspace as a means of establishing complete dominance of one side's air forces over the other side's. Air superiority fighters are designed to effectively engage enemy fighters, more than other types of aircraft. They are usually more expensive and procured in smaller numbers than multi role fighters.;;;;;;;;;;;;;;x
mw_fourth_multi_role;Multi-Role;;;;;;;;;;;;;;x
mw_fourth_multi_role_desc;A multi-role aircraft is a jet powered combat aircraft intended to perform different roles in combat. The primary role air-to-air combat and the secondary role is  air-to-surface combat that could include aerial reconnaissance and close air support. Since multi-role aircraft use a combined payload, they have traded down their air to air capabilities.;;;;;;;;;;;;;;x
mw_fifth_generation_fighters;Fifth Generation Fighters;;;;;;;;;;;;;;x
mw_fifth_generation_fighters_desc;A fifth-generation jet fighter is a fighter aircraft classification used in the United States and elsewhere encompassing the most advanced jet fighter generation as of 2014. Fifth-generation aircraft are designed to incorporate numerous technological advances over the fourth-generation jet fighter.;;;;;;;;;;;;;;x
mw_fifth_interceptor;Interceptor;;;;;;;;;;;;;;x
mw_fifth_interceptor_desc;An interceptor aircraft, or simply interceptor, is a type of fighter aircraft designed specifically to prevent successful missions by enemy aircraft, particularly bombers and reconnaissance aircraft. Since this type of aircraft is intended for long range engagements, they are only armed with missiles and should not enter dogfights against enemies.;;;;;;;;;;;;;;x
mw_fifth_air_superiority;Air Superiority;;;;;;;;;;;;;;x
mw_fifth_air_superiority_desc;An air superiority fighter is a type of fighter aircraft designed for entering and seizing control of enemy airspace as a means of establishing complete dominance of one side's air forces over the other side's. Air superiority fighters are designed to effectively engage enemy fighters, more than other types of aircraft. They are usually more expensive and procured in smaller numbers than multi role fighters.;;;;;;;;;;;;;;x
mw_fifth_multi_role;Multi-Role;;;;;;;;;;;;;;x
mw_fifth_multi_role_desc;A multi-role aircraft is a jet powered combat aircraft intended to perform different roles in combat. The primary role air-to-air combat and the secondary role is  air-to-surface combat that could include aerial reconnaissance and close air support. Since multi-role aircraft use a combined payload, they have traded down their air to air capabilities.;;;;;;;;;;;;;;x
mw_sixth_generation_fighters;Sixth Generation Fighters;;;;;;;;;;;;;;x
mw_sixth_generation_fighters_desc;A sixth-generation jet fighter is a conceptualized class of fighter aircraft design more advanced than the fifth-generation jet fighters which are currently in service in the United States and in development in other countries. The United States Air Force and United States Navy are anticipated to field their first sixth-generation fighters in the 2025–30 time frame.;;;;;;;;;;;;;;x
mw_sixth_air_superiority;Air Superiority;;;;;;;;;;;;;;x
mw_sixth_air_superiority_desc;An air superiority fighter is a type of fighter aircraft designed for entering and seizing control of enemy airspace as a means of establishing complete dominance of one side's air forces over the other side's. Air superiority fighters are designed to effectively engage enemy fighters, more than other types of aircraft. They are usually more expensive and procured in smaller numbers than multi role fighters.;;;;;;;;;;;;;;x
mw_sixth_multi_role;Multi-Role;;;;;;;;;;;;;;x
mw_sixth_multi_role_desc;A multi-role aircraft is a jet powered combat aircraft intended to perform different roles in combat. The primary role air-to-air combat and the secondary role is  air-to-surface combat that could include aerial reconnaissance and close air support. Since multi-role aircraft use a combined payload, they have traded down their air to air capabilities.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Fighter Engines & Systems;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_four_fighter_jet_engine;(4G)Modern Jet Engine;;;;;;;;;;;;;;x
mw_four_fighter_jet_engine_desc;A jet engine is a reaction engine that discharges a fast moving jet which generates thrust by jet propulsion in accordance with Newton's laws of motion. This broad definition of jet engines includes turbojets, turbofans, rockets, ramjets, pulse jets. In general, most jet engines are internal combustion engines but non-combusting forms also exist. These types of jet engines are primarily used by jet aircraft for long distance travel.;;;;;;;;;;;;;;x
mw_fifth_fighter_jet_engine;(5G)Modern Jet Engine;;;;;;;;;;;;;;x
mw_fifth_fighter_jet_engine_desc;A jet engine is a reaction engine that discharges a fast moving jet which generates thrust by jet propulsion in accordance with Newton's laws of motion. This broad definition of jet engines includes turbojets, turbofans, rockets, ramjets, pulse jets. In general, most jet engines are internal combustion engines but non-combusting forms also exist. These types of jet engines are primarily used by jet aircraft for long distance travel.;;;;;;;;;;;;;;x
mw_four_fighter_air_breathing_jetengines;(4G)Airbreathing Jet Engine;;;;;;;;;;;;;;x
mw_four_fighter_air_breathing_jetengines_desc;An airbreathing jet engine is a jet engine propelled by a jet of hot exhaust gases formed from air that is drawn into the engine via an inlet duct. All practical airbreathing jet engines are internal combustion engines that directly heat the air by burning fuel, with the resultant hot gases used for propulsion via a propulsive nozzle, although other techniques for heating the air have been experimented with.;;;;;;;;;;;;;;x
mw_fifth_fighter_air_breathing_jetengines;(5G)Airbreathing Jet Engine;;;;;;;;;;;;;;x
mw_fifth_fighter_air_breathing_jetengines_desc;An airbreathing jet engine is a jet engine propelled by a jet of hot exhaust gases formed from air that is drawn into the engine via an inlet duct. All practical airbreathing jet engines are internal combustion engines that directly heat the air by burning fuel, with the resultant hot gases used for propulsion via a propulsive nozzle, although other techniques for heating the air have been experimented with.;;;;;;;;;;;;;;x
mw_four_fighter_precooled_jetengines;(5G)Precooled Jet Engines;;;;;;;;;;;;;;x
mw_four_fighter_precooled_jetengines_desc;A precooled jet engine is a concept for high speed jet engines that features a cryogenic fuel-cooled heat exchanger immediately after the air intake, to precool the air entering the engine. After gaining heat and vapourising in the heat exchanger system, the fuel (e.g. H2) is burnt in the combustor. Precooled jet engines were described by Robert P. Carmichael in 1955.;;;;;;;;;;;;;;x
mw_fifth_fighter_precooled_jetengines;(6G)Precooled Jet Engines;;;;;;;;;;;;;;x
mw_fifth_fighter_precooled_jetengines_desc;A precooled jet engine is a concept for high speed jet engines that features a cryogenic fuel-cooled heat exchanger immediately after the air intake, to precool the air entering the engine. After gaining heat and vapourising in the heat exchanger system, the fuel (e.g. H2) is burnt in the combustor. Precooled jet engines were described by Robert P. Carmichael in 1955.;;;;;;;;;;;;;;x
mw_sixth_fighter_electric_jetengines;(6G)Electric Jet Engine;;;;;;;;;;;;;;x
mw_sixth_fighter_electric_jetengines_desc;An electric jet engine uses both fuel and electricity to power the bomber. This technique allows to save up much more fuel as well as use an experimental solar panels that use solar power to power up the bomber in addition to the other two methods.;;;;;;;;;;;;;;x
mw_four_fighter_avionics;(4G)Fighter Avionics;;;;;;;;;;;;;;x
mw_four_fighter_avionics_desc;The cockpit of an aircraft is a typical location for avionic equipment, including control, monitoring, communication, navigation, weather, and anti-collision systems. The majority of aircraft power their avionics using 14- or 28-volt DC electrical systems; however, larger, more sophisticated aircraft (such as airliners or military combat aircraft) have AC systems operating at 400 Hz, 115 volts AC. Upgrading our avionics technology will allow us to build new generation fighters.;;;;;;;;;;;;;;x
mw_fifth_fighter_avionics;(5G)Fighter Avionics;;;;;;;;;;;;;;x
mw_fifth_fighter_avionics_desc;The cockpit of an aircraft is a typical location for avionic equipment, including control, monitoring, communication, navigation, weather, and anti-collision systems. The majority of aircraft power their avionics using 14- or 28-volt DC electrical systems; however, larger, more sophisticated aircraft (such as airliners or military combat aircraft) have AC systems operating at 400 Hz, 115 volts AC. Upgrading our avionics technology will allow us to build new generation fighters.;;;;;;;;;;;;;;x
mw_sixth_fighter_avionics;(6G)Fighter Avionics;;;;;;;;;;;;;;x
mw_sixth_fighter_avionics_desc;The cockpit of an aircraft is a typical location for avionic equipment, including control, monitoring, communication, navigation, weather, and anti-collision systems. The majority of aircraft power their avionics using 14- or 28-volt DC electrical systems; however, larger, more sophisticated aircraft (such as airliners or military combat aircraft) have AC systems operating at 400 Hz, 115 volts AC. Upgrading our avionics technology will allow us to build new generation fighters.;;;;;;;;;;;;;;x
mw_four_fighter_stealth_systems;(4G)Stealth Systems;;;;;;;;;;;;;;x
mw_four_fighter_stealth_systems_desc;Stealth systems are vital for the survival of our bombers when they are sent on missions.;;;;;;;;;;;;;;x
mw_fifth_fighter_stealth_systems;(5G)Stealth Systems;;;;;;;;;;;;;;x
mw_fifth_fighter_stealth_systems_desc;Stealth systems are vital for the survival of our bombers when they are sent on missions.;;;;;;;;;;;;;;x
mw_sixth_fighter_stealth_systems;(6G)Stealth Systems;;;;;;;;;;;;;;x
mw_sixth_fighter_stealth_systems_desc;Stealth systems are vital for the survival of our bombers when they are sent on missions.;;;;;;;;;;;;;;x
mw_four_fighter_combat_systems;(5G)Fighter Combat Systems;;;;;;;;;;;;;;x
mw_four_fighter_combat_systems_desc;Improving our combat electronics and AI systems will allows us to have the upper hand in any battle.;;;;;;;;;;;;;;x
mw_sixth_fighter_combat_systems;(6G)Fighter Combat Systems;;;;;;;;;;;;;;x
mw_sixth_fighter_combat_systems_desc;Improving our combat electronics and AI systems will allows us to have the upper hand in any battle.;;;;;;;;;;;;;;x
mw_four_fighter_chaff_countermeasure;(4G)Chaff Countermeasures;;;;;;;;;;;;;;x
mw_four_fighter_chaff_countermeasure_desc;Chaff is a radar countermeasure in which aircraft or other targets spread a cloud of small, thin pieces of aluminium, metallized glass fibre or plastic, which either appears as a cluster of primary targets on radar screens or swamps the screen with multiple returns.;;;;;;;;;;;;;;x
mw_fifth_fighter_chaff_countermeasure;(5G)Chaff Countermeasures;;;;;;;;;;;;;;x
mw_fifth_fighter_chaff_countermeasure_desc;Chaff is a radar countermeasure in which aircraft or other targets spread a cloud of small, thin pieces of aluminium, metallized glass fibre or plastic, which either appears as a cluster of primary targets on radar screens or swamps the screen with multiple returns.;;;;;;;;;;;;;;x
mw_four_fighter_flare_countermeasure;(4G)Flare Countermeasures;;;;;;;;;;;;;;x
mw_four_fighter_flare_countermeasure_desc;A (decoy) flare is an aerial infrared countermeasure to counter an infrared homing (heat seeking) surface-to-air missile or air-to-air missile. Flares are commonly composed of a pyrotechnic composition based on magnesium or another hot-burning metal, with burning temperature equal to or hotter than engine exhaust. The aim is to make the infrared-guided missile seek out the heat signature from the flare rather than the aircraft's engines.;;;;;;;;;;;;;;x
mw_fifth_fighter_flare_countermeasure;(5G)Flare Countermeasures;;;;;;;;;;;;;;x
mw_fifth_fighter_flare_countermeasure_desc;A (decoy) flare is an aerial infrared countermeasure to counter an infrared homing (heat seeking) surface-to-air missile or air-to-air missile. Flares are commonly composed of a pyrotechnic composition based on magnesium or another hot-burning metal, with burning temperature equal to or hotter than engine exhaust. The aim is to make the infrared-guided missile seek out the heat signature from the flare rather than the aircraft's engines.;;;;;;;;;;;;;;x
mw_sixth_fighter_flare_countermeasure;(6G)Flare Countermeasures;;;;;;;;;;;;;;x
mw_sixth_fighter_flare_countermeasure_desc;A (decoy) flare is an aerial infrared countermeasure to counter an infrared homing (heat seeking) surface-to-air missile or air-to-air missile. Flares are commonly composed of a pyrotechnic composition based on magnesium or another hot-burning metal, with burning temperature equal to or hotter than engine exhaust. The aim is to make the infrared-guided missile seek out the heat signature from the flare rather than the aircraft's engines.;;;;;;;;;;;;;;x
mw_four_fighter_electronic_countermeasure;(5G)Electronic Countermeasures;;;;;;;;;;;;;;x
mw_four_fighter_electronic_countermeasure_desc;An electronic countermeasure (ECM) is an electrical or electronic device designed to trick or deceive radar, sonar or other detection systems, like infrared (IR) or lasers. It may be used both offensively and defensively to deny targeting information to an enemy. The system may make many separate targets appear to the enemy, or make the real target appear to disappear or move about randomly.;;;;;;;;;;;;;;x
mw_sixth_fighter_electronic_countermeasure;(6G)Electronic Countermeasures;;;;;;;;;;;;;;x
mw_sixth_fighter_electronic_countermeasure_desc;An electronic countermeasure (ECM) is an electrical or electronic device designed to trick or deceive radar, sonar or other detection systems, like infrared (IR) or lasers. It may be used both offensively and defensively to deny targeting information to an enemy. The system may make many separate targets appear to the enemy, or make the real target appear to disappear or move about randomly.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Fighter Weapons;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_four_fighter_short_range_aam_missiles;Short Range AAM Missiles;;;;;;;;;;;;;;x
mw_four_fighter_short_range_aam_missiles_desc;An air-to-air missile (AAM) is a missile fired from an aircraft for the purpose of destroying another aircraft. This technology represents the short range variants or "Within Visual Range" missiles and are sometimes called "dogfight" missiles because they are designed to optimize their agility rather than range.;;;;;;;;;;;;;;x
mw_four_fighter_long_range_aam_missiles;Long Range AAM Missiles;;;;;;;;;;;;;;x
mw_four_fighter_long_range_aam_missiles_desc;An air-to-air missile (AAM) is a missile fired from an aircraft for the purpose of destroying another aircraft. This technology represents the long range variants or "Beyond Visual Range Missiles". This type is mostly used by air superiority fighters and interceptor aircraft.;;;;;;;;;;;;;;x
mw_four_fighter_light_automatic_cannons;Light Automatic Cannons;;;;;;;;;;;;;;x
mw_four_fighter_light_automatic_cannons_desc;AAM missiles are not always the decisive weapon during aerial combat and the main armament, especially in close range combat is still the built in machine guns.;;;;;;;;;;;;;;x
mw_four_fighter_external_fuel_tank;External Fuel Tank;;;;;;;;;;;;;;x
mw_four_fighter_external_fuel_tank_desc;In aviation, external fuel tanks are carried by combat aircraft to give them a longer mission time and range.;;;;;;;;;;;;;;x
mw_fifth_fighter_short_range_aam_missiles;Short Range AAM Missiles;;;;;;;;;;;;;;x
mw_fifth_fighter_short_range_aam_missiles_desc;An air-to-air missile (AAM) is a missile fired from an aircraft for the purpose of destroying another aircraft. This technology represents the short range variants or "Within Visual Range" missiles and are sometimes called "dogfight" missiles because they are designed to optimize their agility rather than range.;;;;;;;;;;;;;;x
mw_fifth_fighter_long_range_aam_missiles;Long Range AAM Missiles;;;;;;;;;;;;;;x
mw_fifth_fighter_long_range_aam_missiles_desc;An air-to-air missile (AAM) is a missile fired from an aircraft for the purpose of destroying another aircraft. This technology represents the long range variants or "Beyond Visual Range Missiles". This type is mostly used by air superiority fighters and interceptor aircraft.;;;;;;;;;;;;;;x
mw_fifth_fighter_light_automatic_cannons;Light Automatic Cannons;;;;;;;;;;;;;;x
mw_fifth_fighter_light_automatic_cannons_desc;AAM missiles are not always the decisive weapon during aerial combat and the main armament, especially in close range combat is still the built in machine guns.;;;;;;;;;;;;;;x
mw_fifth_fighter_external_fuel_tank;External Fuel Tank;;;;;;;;;;;;;;x
mw_fifth_fighter_external_fuel_tank_desc;In aviation, external fuel tanks are carried by combat aircraft to give them a longer mission time and range.;;;;;;;;;;;;;;x
mw_sixth_fighter_short_range_aam_missiles;Short Range AAM Missiles;;;;;;;;;;;;;;x
mw_sixth_fighter_short_range_aam_missiles_desc;An air-to-air missile (AAM) is a missile fired from an aircraft for the purpose of destroying another aircraft. This technology represents the short range variants or "Within Visual Range" missiles and are sometimes called "dogfight" missiles because they are designed to optimize their agility rather than range.;;;;;;;;;;;;;;x
mw_sixth_fighter_long_range_aam_missiles;Long Range AAM Missiles;;;;;;;;;;;;;;x
mw_sixth_fighter_long_range_aam_missiles_desc;An air-to-air missile (AAM) is a missile fired from an aircraft for the purpose of destroying another aircraft. This technology represents the long range variants or "Beyond Visual Range Missiles". This type is mostly used by air superiority fighters and interceptor aircraft.;;;;;;;;;;;;;;x
mw_sixth_fighter_light_automatic_cannons;Light Automatic Cannons;;;;;;;;;;;;;;x
mw_sixth_fighter_light_automatic_cannons_desc;AAM missiles are not always the decisive weapon during aerial combat and the main armament, especially in close range combat is still the built in machine guns.;;;;;;;;;;;;;;x
mw_sixth_fighter_external_fuel_tank;External Fuel Tank;;;;;;;;;;;;;;x
mw_sixth_fighter_external_fuel_tank_desc;In aviation, external fuel tanks are carried by combat aircraft to give them a longer mission time and range.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Fighter Doctrines;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_fighter_pilot_training;Fighter Pilot Training;;;;;;;;;;;;;;x
mw_basic_fighter_pilot_training;Basic Pilot Training;;;;;;;;;;;;;;x
mw_basic_fighter_pilot_training_desc;Training our fighter pilots is essential if we want them to be successful in their missions, more advanced forms of training will be available once we get some veterans in our air force to teach the lessons of the past to newcomers.;;;;;;;;;;;;;;x
mw_advanced_fighter_pilot_training;Advanced Pilot Training;;;;;;;;;;;;;;x
mw_advanced_fighter_pilot_training_desc;Our best bomber pilots can pass on the experience to our new pilots to improve their knowledge when using bombers in their missions. These lessons are vital to improve the knowledge and effectiveness of our pilots.
mw_fighter_strategic_air_command;Tactical Air Command;;;;;;;;;;;;;;x
mw_fighter_strategic_air_command_desc;By organizing our tactical air combat units (Fighters) under a strong joint command, we can perform combat missions more efficiently with minimal aircraft losses and minimal strain on our pilots and ground crew.;;;;;;;;;;;;;;x
mw_fighter_early_warning_and_control;Early Warning and Control;;;;;;;;;;;;;;x
mw_fighter_early_warning_and_control_desc;An airborne early warning and control (AEW&C) system is an airborne radar picket system designed to detect aircraft, ships and vehicles at long ranges and perform command and control of the battlespace in an air engagement by directing fighter and attack aircraft strikes.;;;;;;;;;;;;;;x
mw_fighter_combat_search_and_rescue;Combat Search and Rescue;;;;;;;;;;;;;;x
mw_fighter_combat_search_and_rescue_desc;Combat search and rescue (CSAR) are search and rescue operations that are carried out during war that are within or near combat zones when pilots or other high priority personnel have been shot down.;;;;;;;;;;;;;;x
mw_fighter_ground_crew_training;Fighter Ground Crew Training;;;;;;;;;;;;;;x
mw_fighter_ground_crew_training_desc;Aviators need to be confident that their ground crew is performing capable service to the aircraft before missions. If the pilots are confident about the ground crews, their morale will be higher when going in over hostile territory during missions.;;;;;;;;;;;;;;x
mw_fighter_dogfighting_tactics;Fighter Dogfighting Tactics;;;;;;;;;;;;;;x
mw_fighter_dogfighting_tactics_desc;When our fighter formations have detected hostile aircraft, they need to be neutralized from the air space to achieve aerial dominance. Our pilots need to sharpen their dogfighting skills to be effective when it gets rough.;;;;;;;;;;;;;;x
mw_fighter_innterception_tactics;Fighter Interception Tactics;;;;;;;;;;;;;;x
mw_fighter_innterception_tactics_desc;Our interceptor aircraft need to have solid tactics in preparation for when unknown aircraft enter our air space or sphere of interest. Our air combat academies can educate the pilots further to make them more capable during missions.;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
# Capital Ship Types;;;;;;;;;;;;;;x
##################################################;;;;;;;;;;;;;;x
mw_guided_missile_cruiser;Cruiser;;;;;;;;;;;;;;x
mw_guided_missile_cruiser_desc;In the later 20th century, the obsolescence of the battleship left the cruiser as the largest and most powerful surface combatant. The role of the cruiser varied according to ship and navy, often including air defense, commerce raiding and shore bombardment.;;;;;;;;;;;;;;x
mw_nuclear_guided_missile_cruiser;Nuclear G.M Cruiser;;;;;;;;;;;;;;x
mw_nuclear_guided_missile_cruiser_desc;A nuclear guided missile cruiser is a nuclear-powered cruiser that can remain active at sea for much longer periods without refuelling regularly. While being much more expensive to construct their maintenance is drastically reduced and their ability to go on long missions at sea gives them an edge over the regular guided missile cruiser.;;;;;;;;;;;;;;x
mw_cag;Carrier Air Wing;;;;;;;;;;;;;;x
mw_cag_desc;A carrier air wing is an operational naval aviation organization composed of several aircraft squadrons and detachments of various types of fixed wing and rotary wing aircraft. Organized, equipped and trained to conduct modern navy carrier air operations while embarked aboard aircraft carriers.;;;;;;;;;;;;;;x
mw_carrier;Aircraft Carrier;;;;;;;;;;;;;;x
mw_carrier_desc;An aircraft carrier is a warship with a full-length flight deck and facilities for carrying, arming, deploying, and recovering aircraft, that serves as a seagoing airbase. Typically, it is the capital ship of a fleet, as it allows a naval force to project air power worldwide without depending on local bases for staging aircraft operations.;;;;;;;;;;;;;;x
