operation_sealion;Operation Sealion;;Operation Seelöwe;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
operation_barbarossa;Operation Barbarossa;;Operation Barbarossa;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
operation_tannenbaum;Operation Tannenbaum;;Operation Tannenbaum;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ALLIES ;;;# ALLIIERTE;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_usa;USA is an Allied member;;USA ist Alliierter;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral_luxembourg;Luxembourg is not Axis nor Comintern;;Luxemburg ist kein Mitglied der Achse oder Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral_paris;Paris is not Axis nor Comintern;;Paris ist kein Mitglied der Achse oder Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral_bruxelles;Bruxelles is not Axis nor Comintern;;Brüssel ist kein Mitglied der Achse oder Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral_italy;Italy is not Axis nor Comintern;;Italien ist nicht Mitglied der Achse oder Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral_amsterdam;Amsterdam is not Axis nor Comintern;;Amsterdam ist kein Mitglied der Achse oder Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral_berlin;Berlin is not Axis nor Comintern;;Berlin ist kein Mitglied der Achse oder Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_turkey;The Allies control Turkey;;Die Alliierten kontrollieren die Türkei;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_canada;Canada is an Allied member;;Kanada ist alliiert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_france;France is an Allied member;;Frankreich ist alliiert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_poland;Poland is an Allied member;;Polen ist alliiert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_belgium;Belgium is an Allied member;;Belgien ist alliiert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_sweden;Sweden is an Allied member;;Schweden ist alliiert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_greece;Greece is an Allied member;;Griechenland ist alliiert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_norway;Norway is an Allied member;;Norwegen ist alliiert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
operation_overlord;Operation Overlord;;Operation Overlord;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_romania;Romania is an Allied member;;Rumänien ist alliiert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
allied_bulgaria;Bulgaria is an Allied member;;Bulgarien ist alliiert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral_japan;Japan is not Axis nor Comintern;;Japan ist nicht Mitglied der Achse oder Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
neutral_switzerland;Switzerland is not Axis nor Comintern;;Die Schweiz ist nicht Mitglied der Achse oder Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
operation_torch;Operation Torch;;Operation Torch;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
operation_zeppelin;Operation Zeppelin;;Operation Zeppelin;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COMINTERN ;;;# KOMINTERN ;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
puppet_poland;Poland is a Comintern Puppet;;Polen ist Marionette der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
puppet_finland;Finland is a Comintern Puppet;;Finnland ist Marionette der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
puppet_sweden;Comintern controls Sweden;;Schweden ist Marionette der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
puppet_romania;Romania is a Comintern Puppet;;Rumänien ist Marionette der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
puppet_hungary;Hungary is a Comintern Puppet;;Ungarn ist Marionette der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
puppet_bulgaria;Bulgaria is a Comintern Puppet;;Bulgarien ist Marionette der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_yugoslavia;Yugoslavia is part of Comintern;;Jugoslawien ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_albania;Albania is part of Comintern;;Albanien ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_east_germany;East Germany is part of Comintern;;Die DDR ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_denmark;Denmark is part of Comintern;;Dänemark ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_norway;Norway is part of Comintern;;Norwegen ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_manchukuo;Manchukuo is part of Comintern;;Manchukuo ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_korea;Korea is part of Comintern;;Korea ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_greece;Greece is part of Comintern;;Griechenland ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
occupied_estonia;Estonia is occupied by Comintern;;Estland ist von den Komintern besetzt;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
occupied_lithuania;Lithuania is occupied by Comintern;;Litauen ist von den Komintern besetzt;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
occupied_latvia;Latvia is occupied by Comintern;;Lettland ist von den Komintern besetzt;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_control_istanbul;Comintern controls Istanbul;;Istanbul wird von den Komintern kontrolliert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_turkey;Turkey is part of Comintern;;Die Türkei ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_control_frankfurt;Comintern controls Frankfurt;;Frankfurt wird von den Komintern kontrolliert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_control_munchen;Comintern controls München;;München wird von den Komintern kontrolliert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_control_tokyo;Comintern controls Tokyo;;Tokio wird von den Komintern kontrolliert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_control_sapporo;Comintern controls Sapporo;;Sapporo wird von den Komintern kontrolliert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_control_hongkong;Comintern controls Hong Kong;;Hong Kong wird von den Komintern kontrolliert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
com_control_karelia;Comintern controls Karelia;;Karelien wird von den Komintern kontrolliert;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_spain;Spain is part of Comintern;;Spanien ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_czechoslovakia;Czechoslovakia is part of Comintern;;Die Tschechoslowakei ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
comintern_mexico;Mexico is part of Comintern;;Mexiko ist Mitglied der Komintern;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
operation_bagration;Operation Bagration;;Operation Bagration;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
operation_august_storm;Operation August Storm;;Operation August Storm;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
##################################################;;;##################################################;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Regions ;;;# Regionen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
##################################################;;;##################################################;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
polish_germany_region;West Prussia Region;;Westpreussen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
khabarovskiy_kray_region;Khabarovskiy Kray;;Khabarovsk Krai;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
leningrad_oblast;Leningrad Oblast;;Oblast Leningrad;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
bismarck_sea_region;Bismarck Sea;;Bismarcksee;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
papua_new_guinea_sea;Papua New Guinea;;Papua Neuguinea;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
maldives_ocean;Maldives Ocean;;Maledivinische See;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
western_australia_sea;Western Australia Sea;;Westasuralischer Ozean;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
caribbean_ocean;Caribbean Ocean;;Karibisches Meer;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
skagerrak_kattegatt;Skagerrak and Kattegatt ;;Skagerrak und Kattegat;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
philippines_sea;Philippines Sea;;Philippinensee;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
coral_sea;Coral Sea;;Korallensee;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
northern_philippines_sea;Northern Philippines Sea;;Nördliche Philippinensee;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
river_plate;River Plate;;Rio de la Platamündung;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
denmark_strait;Denmark Strait;;Dänemarkstraße;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
barents_sea;Barents Sea;;Barentssee;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
english_channel;English Channel;;Englischer Channel;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceylon_sea;Ceylon Sea;;See von Ceylon;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
solomon_sea;Solomon Sea;;Solomonensee;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
makassar_strait;Makassar Strait;;Straße von Makassar;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPGRADE_CANCEL;Cancel;;Abbrechen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECH_AUTOMATED;Research AI;;Forschungs KI;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEADERSHIP_AUTOMATED;Slider AI;;Regler KI;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURRENDER_INHERIT;§Y$WHO$§W Capitulates\n;;§Y$WHO$§W Kapituliert\n;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUILDING_LOWER_THAN; lower than ;;geringer als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUILDING_AT_LEAST; at least ;;zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPMODE_15;Air Mapmode;;Luftkartenmodus;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPMODE_16;Naval Mapmode;;Flottenkartenmodus;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIR_TOOLTIP_BOMBING;There have been §Y$NUM$§W bombings in the province during the past week.;;Es gab §Y$NUM$§W Bombardements in dieser Provinz währender der letzten Tage.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIR_TOOLTIP_DOGFIGHT;There have been §Y$NUM$§W air battles in the province during the past week.;;Es gabe §Y$NUM$§W Luftkämpfe über dieser Provinz während der letzten Tage.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVE_NO_BLOCKADED; NOT under blockade;;NICHT unter Blockade;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVE_BLOCKADE_IN; under blockade;;unter Blockade;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVAL_TOOLTIP_RAIDS;We have sunk §Y$NUM$§W enemy convoys in the province during the past week.;;Wir haben §Y$NUM$§W feindliche Konvois in der Provinz während der letzten Tage versenkt.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVAL_TOOLTIP_CONVOYS_SUNK;The enemy has sunk §Y$NUM$§W of our convoys in the province during the past week.;;Der Feind hat §Y$NUM$§W unserer Konvois in der Provinz während der letzten Tage versenkt.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOOLOWINFRA;Cannot be supplied due to lack of Infrastructure;;Kann wegen fehlender Infrastruktur nicht versorgt werden.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANCELNAP_TOO_SOON_DESC;Non-Aggression Pacts cannot be broken for the first §Y$MONTHS$§W months.;;Nichtangriffspakte können in den ersten §Y$MONTHS$§W Monaten nicht gebrochen werden.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANCELNAP_TOO_LOW_BALANCE;We need §Y$LIMIT_PERC$%§W of their brigades along our common borders. We currently have §Y$CURR_PERC$%§W.;;Wir brauchen §Y$LIMIT_PERC$%§W ihrer Brigaden an unserer gemeinsamen Grenze. Wir haben derzeit §Y$CURR_PERC$%§W.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM_COUNTER_SCALE;Counter hierarchy scale;;Zähler-Hierachieskalierung;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM_HIERARCHY;Show hierarchy on map;;Hierachie auf Karte anzeigen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
END_VICTORY_CONDITIONS;$NUM$ of $TOTAL$ Victory Conditions;;$NUM$ von $TOTAL$ Siegbedingungen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
END_VICTORY_POINTS;Victory Points: $NUM$;;Siegpunkte;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORLD_ORDER;World Order!;;Weltregierung!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRATEGIC_VICTORY;Strategic Victory!;;Strategischer Sieg!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPERATIONAL_VICTORY;Operational Victory!;;Operativer Sieg!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACTICAL_VICTORY;Tactical Victory!;;Taktischer Sieg!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
STALEMATE;Stalemate;;Pattstellung;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRATEGIC_DEFEAT;Strategic Defeat!;;Strategische Niederlage!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPERATIONAL_DEFEAT;Operational Defeat!;;Operative Niederlage!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TACTICAL_DEFEAT;Tactical Defeat!;;Taktische Niederlage!;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM_ARCADE_MODE;Arcade Mode;;Arkadenmodus;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOUNT_OF_BRIGADES_IS_NOT_TRIGGER;§Y$COUNTRY$§W number of brigades is not §Y$VALUE$§W.\n;;§Y$COUNTRY$§W Anzahl an Brigaden ist nicht §Y$VALUE$§W.\n;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMOUNT_OF_BRIGADES_IS_ATLEAST_TRIGGER;§Y$COUNTRY$§W Number of brigades is at least §Y$VALUE$§W.\n;;§Y$COUNTRY$§W Anzahl an Brigaden ist zumindest §Y$VALUE$§W.\n;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODIFIER_REINFORCEMENT_BONUS;Reinforcement Bonus;;Verstärkungsbonus;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEEKLY;Weekly;;Wöchentlich;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVAL_TOOLTIP_RAIDER_ATTACKED;We have attacked enemy raiders §Y$NUM$§W times in the province during the past week.;;Wir haben feindliche Handelsstörer §Y$NUM$§W Male in dieser Provinz über die letzten Tage angegriffen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVAL_TOOLTIP_RAIDER_DEFENDED;The enemy have attacked our raiders §Y$NUM$§W times in the province during the past week.;;Der Feind hat unsere Handelsstörer §Y$NUM$§W Male in dieser Provinz über die letzten Tage angegriffen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
BM_POOR_SCREEN_PENALTY;Poor Screen Penalty;;Malus für zu wenig Begleitschiffe;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
BM_POOR_SCREEN_PENALTY_desc;Capital ships need a proper screen of lighter escort ships to defend against submarines and naval bombers.;;Hauptkampfschiffe benötigen kleinere Eskortschiffe um sie gegen U-Boote und Marinebomber zu schützen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
BM_SURPRISE_BONUS;Surprise Bonus;;Überaschungsbonus;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
BM_SURPRISE_BONUS_desc;Some of our units enjoy a temporary attack bonus against the enemy.;;Einige unserer Einheiten erhalten einen zeitweiligen Angriffsbonus gegen den Feind.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
civil_war;Civil War;;Bürgerkrieg;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
civil_war_desc;This is a Civil War - no repressive occupation policy is necessary.;;Es gibt einen Bürgerkrieg - keine Besetzungspolitik ist nötig.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_NUM_OF_SHIPS_LESS;Total ships fewer than ;;Gesamtschiffe weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_NUM_OF_SHIPS_MORE;Total ships at least ;;Gesamtschiffe zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_NUM_OF_PLANES_LESS;Total planes fewer than ;;Gesamtflugzeuge weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_NUM_OF_PLANES_MORE;Total planes at least ;;Gesamtflugzeuge zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACTION_PROGRESS_LESS;Faction Progress less than ;;Faktionsfortschritt weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACTION_PROGRESS_MORE;Faction Progress at least ;;Faktionsfortschritt zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_NUM_OF_CONVOYS_LESS;Total convoys fewer than ;;Gesamtkonvois weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_NUM_OF_CONVOYS_MORE;Total convoys at least ;;Gesamtkonvois zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_SUNK_BY_US_LESS;Total sunk ships less than ;;Gesamte versenkte Schiffe weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_SUNK_BY_US_MORE;Total sunk ships at least ;;Gesamte versenkte Schiffe zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_LOST_SHIPS_LESS;Total lost ships less than ;;Gesamte verlorene Schiffe weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_LOST_SHIPS_MORE;Total lost ships at least ;;Gesamte verlorene Schiffe zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_IC_LESS;Total IC less than ;;IK weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_IC_MORE;Total IC at least ;;IK mehr als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_CONVOY_IMPACT_LESS;Strategic Convoy Impact less than ;;Strategischer Konvoieinfluss weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_CONVOY_IMPACT_MORE;Strategic Convoy Impact at least ;;Strategischer Konvoieinfluss zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_ALLIED_IMPACT_LESS;Strategic Allied Impact less than ;;Strategischer Alliierteneinfluss weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_ALLIED_IMPACT_MORE;Strategic Allied Impact at least ;;Strategischer Alliierteneinfluss zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_BOMB_IMPACT_LESS;Strategic Bombing Impact less than ;;Strategischer Bombardementseinfluss weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_BOMB_IMPACT_MORE;Strategic Bombing Impact at least ;;Strategischer Bombardementseinfluss zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_SEA_BATTLES_LESS;Ongoing Sea Battles less than ;;Laufende Seeschlachten weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_SEA_BATTLES_MORE;Ongoing Sea Battles at least ;;Laufende Seeschlachten zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_LAND_OFFENSIVES_LESS;Ongoing Land Offensives less than ;;Laufende Landoffensiven weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_LAND_OFFENSIVES_MORE;Ongoing Land Offensives at least ;;Laufende Landoffensiven wzumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_BOMBINGS_LESS;Ongoing Bombings less than ;;Laufende Bombardierungen weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_BOMBINGS_MORE;Ongoing Bombings at least ;;Laufende Bombardierungen zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_LAND_DEFENSE_BATTLES_LESS;Ongoing Land Defenses less than ;;Laufende Landverteidigungen weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL_LAND_DEFENSE_BATTLES_MORE;Ongoing Land Defenses at least ;;Laufende Landverteidigungen zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAND_BATTLES_FOUGHT_LESS;Land Battles Fought less than ;;Geführte Landschlachten weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAND_BATTLES_FOUGHT_MORE;Land Battles Fought at least ;;Geführte Landschlachten zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIR_BATTLES_FOUGHT_LESS;Air Battles Fought less than ;;Geführte Luftschlachten weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIR_BATTLES_FOUGHT_MORE;Air Battles Fought at least ;;Geführte Luftschlachten zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVAL_BATTLES_FOUGHT_LESS;Naval Battles Fought less than ;;Geführte Seeschlachten weniger als;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAVAL_BATTLES_FOUGHT_MORE;Naval Battles Fought at least ;;Geführte Seeschlachten zumindest;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO_FACTION;No Faction;;Keine Fraktion;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMBAT_RETREAT;Retreat all your units from combat.;;Alle Einheiten aus dem Kampf zurückziehen.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
OOB_UNDER_COMMAND;Total under command:\n;;Gesamt unter Kommando:\n;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM_SHIPS;Fleet(s);;Flotte(n);;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM_WINGS;Squadron(s);;Schwadron(en);;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUM_UNKNOWNS;Unknown(s);;Unbekannt( e);;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTM_NO_INFRA;§YToo low Infrastructure§W;;§Yzu niedrige Infrastruktur§W;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM_UNIT_NAMES;Counters show unit names;;Counter zeigen Einheitennamen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_BUTTON_TOOLTIP;Victory Conditions;;Siegbedingungen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRATEGIC_EFFECT_BUTTON_TOOLTIP;Strategic Effects;;Strategische Effekte;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC_FACTION_HEADER;$FACTION$ Victory Conditions;;$FACTION$ Siegbedingungen;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANDARD_MODE;Normal;;Normal;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARCADE_MODE;Arcade;;Arkade;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
FE_ARCADE;Game Mode;;Spielmodus;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHORTCUT;§WShortcut: §Y;;§WShortcut: §Y;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECH_DC_TO_START;§WDouble click to start research.;;§WDoppelklicken um Forschung zu starten.;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,
